"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Logan Soole","ALL","27","Jr","MSU Denver","RMAC","P","49","48","151","178","50","52","9","3","15","45","112","29","19","7","1","0","2","17","2",".344",".438",".742","1.180",".397",".343",".495",".163",".107",".084","45.53"
"Logan Stephens","ALL","24","Jr","Valdosta St.","Gulf South","OF","51","45","173","197","35","64","12","1","1","32","81","15","18","3","1","2","1","5","5",".370",".436",".468",".904",".098",".399",".396",".076",".091",".005","35.49"
"Logan Stirr","ALL","18","Fr","East Stroudsburg","PSAC","UT","40","37","117","138","21","35","13","0","4","20","60","21","19","2","0","0","1","1","1",".299",".406",".513",".919",".214",".337",".402",".152",".138",".029","23.70"
"Logan Stoldt","ALL","40","Jr","Ashland","GLIAC","C","62","58","211","252","43","56","9","0","5","31","80","29","32","4","3","2","2","3","4",".265",".368",".379",".747",".114",".283",".334",".115",".127",".020","32.20"
"Logan Taylor","ALL","16","Sr","West Ga.","Gulf South","1B","53","52","189","232","43","74","17","2","8","62","119","32","36","4","3","0","0","2","3",".392",".491",".630","1.121",".238",".434",".479",".138",".155",".034","55.46"
"Logan Welch","ALL","15","Jr","Mount Olive","Conference Carolinas","P","20","11","41","53","8","9","4","0","0","13","13","18","9","1","1","1","0","0","0",".220",".365",".317",".682",".098",".375",".311",".340",".170",".000","5.80"
"Logan White","ALL","15","Fr","UC San Diego","CCAA","C","23","7","42","46","8","10","0","0","0","3","10","8","3","1","0","0","1","0","2",".238",".304",".238",".542",".000",".294",".254",".174",".065",".000","2.61"
"Logan Williamson","ALL","2","So","Shippensburg","PSAC","INF","41","40","131","144","21","35","12","1","2","24","55","35","12","1","0","0","1","5","1",".267",".333",".420",".753",".153",".351",".332",".243",".083",".014","18.49"
"Logan Worley","ALL","6","So","Young Harris","Peach Belt","INF","21","18","76","83","10","20","5","0","0","6","25","6","6","1","0","0","1","2","6",".263",".325",".329",".654",".066",".286",".296",".072",".072",".000","6.61"
"Logan Wriston","ALL","55","So","Bluefield St.","DII Independent","CF","32","31","125","145","38","42","8","2","3","24","63","27","11","5","4","0","1","2","0",".336",".400",".504",".904",".168",".394",".391",".186",".076",".021","26.19"
"Louden Conte","ALL","20","So","Cal U (PA)","PSAC","INF","47","47","140","173","37","48","14","1","5","28","79","30","17","15","1","0","2","2","1",".343",".462",".564","1.026",".221",".406",".447",".173",".098",".029","35.67"
"Louis Antos","ALL","9","Jr","Queens (NY)","ECC","3B","50","50","193","228","37","61","22","1","3","33","94","26","31","3","0","1","1","1","6",".316",".419",".487",".906",".171",".354",".397",".114",".136",".013","37.66"
"Louis Niemerg","ALL","26","Sr","Maryville (MO)","GLVC","INF","51","50","174","215","40","54","15","1","10","53","101","52","31","5","2","3","1","6","7",".310",".425",".580","1.005",".270",".386",".426",".242",".144",".047","40.12"
"Louis Steen","ALL","1","So","Ouachita Baptist","GAC","CF","48","46","173","205","33","49","9","2","6","37","80","34","13","13","6","0","3","8","0",".283",".366",".462",".828",".179",".309",".361",".166",".063",".029","31.84"
"Lovell Oatis","ALL","10","Fr","Clark Atlanta","SIAC","INF","16","8","14","14","1","2","0","0","0","1","2","6","0","0","0","0","0","0","0",".143",".143",".143",".286",".000",".250",".127",".429",".000",".000","-0.17"
"Lucas Ciacco","ALL","40","Jr","Colo. Sch. of Mines","RMAC","INF","9","0","6","7","4","3","1","0","0","0","4","3","1","0","0","0","0","0","0",".500",".571",".667","1.238",".167","1.000",".534",".429",".143",".000","1.99"
"Lucas Diemeke","ALL","39","Sr","McKendree","GLVC","INF","12","4","23","25","2","3","0","0","0","0","3","10","0","2","0","0","0","2","0",".130",".200",".130",".330",".000",".231",".164",".400",".000",".000","0.48"
"Lucas Karz","ALL","30","Jr","Erskine","Conference Carolinas","ph","33","27","87","103","14","21","3","1","4","19","38","27","12","1","3","0","0","1","1",".241",".330",".437",".767",".195",".288",".334",".262",".117",".039","13.48"
"Lucas McNew","ALL","20","Fr","Southern Ind.","GLVC","OF","48","46","173","222","47","59","14","1","9","46","102","38","40","3","4","2","3","10","4",".341",".464",".590","1.054",".249",".385",".447",".171",".180",".041","46.68"
"Lucas Rawlins","ALL","23","Fr","Wheeling Jesuit","MEC","1B","40","35","109","120","11","35","4","0","0","15","39","20","10","1","0","0","0","1","1",".321",".383",".358",".741",".037",".393",".336",".167",".083",".000","16.73"
"Lucas Terwilliger","ALL","31","Sr","Adelphi","NE10","3B","43","42","173","194","26","52","11","0","2","30","69","24","17","1","2","1","2","3","2",".301",".363",".399",".762",".098",".336",".337",".124",".088",".010","26.09"
"Lucas Webster","ALL","3","Jr","Adams St.","RMAC","PR","5","1","7","7","2","1","0","0","0","1","1","4","0","0","0","0","0","0","0",".143",".143",".143",".286",".000",".333",".127",".571",".000",".000","-0.09"
"Lucas Wylie","ALL","17","Sr","Augustana (SD)","NSIC","C","39","30","84","111","21","17","4","0","0","8","21","38","18","6","1","2","0","6","0",".202",".376",".250",".626",".048",".362",".301",".342",".162",".000","12.18"
"Luidinson Hidalgo","ALL","27","Jr","Eastern N.M.","Lone Star","OF","28","22","63","83","17","13","2","1","1","10","20","23","10","7","0","3","2","6","0",".206",".375",".317",".692",".111",".308",".316",".277",".120",".012","9.76"
"Luis Acevedo","ALL","8","Jr","Shorter","Gulf South","INF","41","39","134","158","16","26","4","0","1","18","33","20","17","0","5","2","1","6","2",".194",".276",".246",".522",".052",".212",".238",".127",".108",".006","10.69"
"Luis Beltran","ALL","25","So","Lynn","Sunshine State","INF","31","22","82","98","16","24","4","3","1","8","37","19","9","3","0","4","0","2","0",".293",".383",".451",".834",".159",".371",".354",".194",".092",".010","15.49"
"Luis Castellanos","ALL","7","Jr","Southeastern Okla.","GAC","C","4","0","2","4","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0",".000",".500",".000",".500",".000",".000",".353",".500",".250",".000","0.43"
"Luis Cintron","ALL","12","Sr","Northwestern Okla.","GAC","INF","31","31","111","128","22","41","4","0","2","18","51","11","9","2","1","5","1","3","1",".369",".423",".459",".882",".090",".394",".376",".086",".070",".016","22.71"
"Luis Grullart","ALL","11","Jr","Mercy","ECC","P","29","26","74","81","12","26","4","1","2","17","38","14","2","3","1","1","0","1","2",".351",".388",".514",".902",".162",".407",".387",".173",".025",".025","14.13"
"Luis Medina","ALL","24","Jr","Tampa","Sunshine State","1B","17","3","29","30","3","8","1","0","1","5","12","8","1","0","0","0","0","0","1",".276",".300",".414",".714",".138",".350",".313",".267",".033",".033","3.26"
"Luis Mendoza","ALL","10","Sr","Northwestern Okla.","GAC","INF","47","46","158","195","33","48","8","1","5","33","73","29","28","5","2","2","1","2","6",".304",".420",".462",".882",".158",".341",".387",".149",".144",".026","31.36"
"Luis Nieves","ALL","6","Sr","Lincoln (PA)","ECC","P","15","6","21","22","2","3","1","0","0","3","4","7","1","0","0","0","0","1","1",".143",".182",".190",".372",".048",".214",".170",".318",".045",".000","0.05"
"Luis Olivier","ALL","24","Jr","Embry-Riddle (FL)","Sunshine State","C","51","51","204","223","42","72","9","1","9","51","110","34","13","0","5","1","0","4","6",".353",".383",".539",".922",".186",".380",".395",".152",".058",".040","40.38"
"Luis Rullan","ALL","24","Jr","Caldwell","CACC","INF","41","41","135","153","23","45","3","1","1","23","53","28","10","7","1","0","6","10","0",".333",".405",".393",".798",".059",".411",".360",".183",".065",".007","23.66"
"Lukas Hemenway","ALL","13","Fr","Saint Martin's","Great Northwest","OF","13","1","9","11","1","1","0","0","0","0","1","3","1","1","0","0","1","0","0",".111",".273",".111",".384",".000",".167",".209",".273",".091",".000","0.02"
"Lukas Thompson","ALL","1","So","Notre Dame (OH)","MEC","OF","50","49","170","193","39","51","6","0","0","13","57","30","10","7","1","5","2","15","2",".300",".362",".335",".697",".035",".362",".309",".155",".052",".000","24.74"
"Luke Benoit","ALL","38","Fr","Tampa","Sunshine State","OF","2","0","3","4","1","1","1","0","0","2","2","2","1","0","0","0","0","0","0",".333",".500",".667","1.167",".333","1.000",".490",".500",".250",".000","0.88"
"Luke Callahan","ALL","4","Fr","Gannon","PSAC","cf","46","41","140","166","26","33","6","2","1","23","46","44","17","6","0","3","2","6","2",".236",".344",".329",".673",".093",".337",".303",".265",".102",".006","17.69"
"Luke Cantwell","ALL","21","Fr","West Chester","PSAC","OF","47","47","171","185","31","45","13","3","5","29","79","39","13","1","0","0","0","1","3",".263",".319",".462",".781",".199",".315",".340",".211",".070",".027","24.09"
"Luke Correia","ALL","29","So","Mercyhurst","PSAC","C","2","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Luke Dykes","ALL","26","Jr","Spring Hill","SIAC","P","12","9","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Luke Figueira","ALL","18","Jr","Bentley","NE10","OF","42","42","154","175","27","43","7","2","8","28","78","29","16","5","0","0","1","2","1",".279",".366",".506",".872",".227",".299",".381",".166",".091",".046","28.53"
"Luke Henson","ALL","32","So","Lenoir-Rhyne","SAC","UT","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.43"
"Luke Hollander","ALL","26","Jr","Indiana (PA)","PSAC","OF","35","28","84","102","12","21","5","1","1","14","31","26","13","3","1","1","0","1","1",".250",".366",".369",".735",".119",".345",".330",".255",".127",".010","12.82"
"Luke Jackson","ALL","8","Sr","UNC Pembroke","Peach Belt","INF","48","48","196","238","56","63","16","1","6","42","99","38","27","11","4","0","3","16","3",".321",".424",".505",".929",".184",".365",".406",".160",".113",".025","44.19"
"Luke Jacobi","ALL","20","So","Pace","NE10","OF","42","41","158","187","39","53","3","3","0","23","62","10","20","7","2","0","4","2","5",".335",".428",".392",".820",".057",".353",".371",".053",".107",".000","28.56"
"Luke Johnson","ALL","25","Sr","Wilmington (DE)","CACC","OF","51","42","164","196","46","60","8","2","13","60","111","35","20","5","5","2","3","8","4",".366",".438",".677","1.115",".311",".388",".464",".179",".102",".066","44.61"
"Luke Ketchum","ALL","3","So","Delta St.","Gulf South","OF","14","0","1","3","9","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000",".667",".000",".667",".000",".000",".460",".000",".667",".000","0.56"
"Luke LeBeau","ALL","42","Fr","Chestnut Hill","CACC","INF","48","48","142","176","25","41","10","0","0","29","51","18","13","10","3","8","4","4","4",".289",".381",".359",".740",".070",".323",".321",".102",".074",".000","20.73"
"Luke Leisenring","ALL","16","So","S.C. Aiken","Peach Belt","C","50","50","172","226","42","51","11","2","6","29","84","61","43","8","2","1","0","3","2",".297",".453",".488",".941",".192",".421",".415",".270",".190",".027","41.78"
"Luke McDonald","ALL","25","Fr","Tampa","Sunshine State","C","14","3","21","22","4","7","2","0","1","2","12","1","0","0","0","1","0","0","0",".333",".333",".571",".904",".238",".316",".373",".045",".000",".045","3.78"
"Luke Morton","ALL","17","Sr","Tarleton St.","Lone Star","INF","7","7","23","26","1","2","0","0","0","1","2","4","2","1","0","0","0","0","1",".087",".192",".087",".279",".000",".105",".149",".154",".077",".000","-0.43"
"Luke Nuneviller","ALL","25","Fr","East Stroudsburg","PSAC","OF","3","0","3","3","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.33"
"Luke Orr","ALL","23","So","Newberry","SAC","INF","29","17","67","85","15","18","5","0","1","15","26","11","15","2","1","0","1","2","1",".269",".412",".388",".800",".119",".304",".364",".129",".176",".012","12.30"
"Luke Petrice","ALL","29","So","Glenville St.","MEC","PH","15","2","13","18","1","0","0","0","0","0","0","7","4","1","0","0","0","0","0",".000",".278",".000",".278",".000",".000",".193",".389",".222",".000","0.21"
"Luke Reidy","ALL","10","So","Rollins","Sunshine State","UT","48","47","180","209","28","57","13","0","3","23","79","31","18","9","1","1","1","1","3",".317",".404",".439",".843",".122",".367",".374",".148",".086",".014","32.77"
"Luke Rysavy","ALL","7","So","Sioux Falls","NSIC","OF","3","3","10","10","1","3","1","1","0","1","6","0","0","0","0","0","0","0","0",".300",".300",".600",".900",".300",".300",".378",".000",".000",".000","1.75"
"Luke Smith","ALL","25","Jr","Central Wash.","Great Northwest","1b","29","19","66","79","7","13","4","1","0","9","19","28","10","2","0","1","0","0","0",".197",".321",".288",".609",".091",".342",".281",".354",".127",".000","6.96"
"Luke Sosaya","ALL","20","Fr","Rockhurst","GLVC","RF","24","16","62","71","6","20","1","1","1","7","26","18","7","1","1","0","1","0","2",".323",".394",".419",".813",".097",".432",".362",".254",".099",".014","10.30"
"Luke Spiva","ALL","3","So","Winston-Salem","DII Independent","LF","51","51","144","196","29","36","10","0","0","34","46","40","39","11","1","1","5","17","2",".250",".441",".319",".760",".069",".343",".361",".204",".199",".000","28.04"
"Luke Thomas","ALL","14","Sr","Southeastern Okla.","GAC","INF","40","33","123","138","12","32","8","1","0","17","42","14","10","2","1","2","1","6","5",".260",".324",".341",".665",".081",".291",".294",".101",".072",".000","13.66"
"Luke Trainer","ALL","7","So","Millersville","PSAC","DH","54","53","172","209","32","56","6","1","4","42","76","32","32","4","1","0","1","2","4",".326",".440",".442",".882",".116",".380",".395",".153",".153",".019","36.06"
"Luke Trueman","ALL","27","Fr","Slippery Rock","PSAC","UT","39","32","102","116","19","34","11","0","0","17","45","19","11","0","0","3","2","2","3",".333",".398",".441",".839",".108",".410",".362",".164",".095",".000","16.79"
"Luke VanDover","ALL","3","Jr","Harding","GAC","INF","55","55","199","246","45","54","21","0","7","35","96","37","39","5","2","1","1","7","2",".271",".400",".482",".882",".211",".299",".386",".150",".159",".028","40.21"
"Luke Wall","ALL","6","Sr","Spring Hill","SIAC","OF","51","51","182","220","37","54","7","2","0","22","65","19","25","5","3","5","3","4","3",".297",".391",".357",".748",".060",".325",".332",".086",".114",".000","29.20"
"Luke Wewers","ALL","7","So","Christian Brothers","Gulf South","C","33","30","85","109","8","13","3","0","0","14","16","28","18","1","2","3","2","1","1",".153",".302",".188",".490",".035",".220",".237",".257",".165",".000","5.78"
"Luke Whalen","ALL","22","So","Seton Hill","PSAC","INF","1","0","1","2","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1.000","1.000","1.000","2.000",".000","1.000",".790",".000",".500",".000","1.00"
"Luke Whitaker","ALL","17","Fr","Harding","GAC","INF","20","8","32","38","2","8","3","0","0","3","11","4","5","1","0","0","0","0","3",".250",".368",".344",".712",".094",".286",".327",".105",".132",".000","3.54"
"Luke Winfrey","ALL","15","So","Southwest Baptist","Mid-America Intercollegiate","INF","22","19","62","75","12","13","1","1","1","2","19","18","8","1","0","4","1","4","0",".210",".310",".306",".616",".097",".279",".268",".240",".107",".013","7.10"
"Luke Yancey","ALL","7","Sr","Mississippi Col.","Gulf South","P","40","37","128","145","15","33","6","2","0","13","43","35","9","3","0","5","0","4","3",".258",".321",".336",".657",".078",".355",".286",".241",".062",".000","14.69"
"Lyndale Morley","ALL","7","Sr","Claflin","DII Independent","P","13","10","38","41","4","15","4","0","0","6","19","11","2","1","0","0","0","0","1",".395",".439",".500",".939",".105",".556",".414",".268",".049",".000","7.68"
"M. Allen","ALL","34","So","Ashland","GLIAC","P","47","43","166","192","31","57","13","1","5","37","87","27","15","5","5","1","1","1","5",".343",".403",".524",".927",".181",".374",".398",".141",".078",".026","33.57"
"M. Haley","ALL","18","N/A","Ashland","GLIAC","dh","19","8","38","46","7","12","3","0","0","7","15","12","7","0","1","0","0","0","1",".316",".413",".395",".808",".079",".444",".362",".261",".152",".000","6.75"
"M. Lang","ALL","2","N/A","Ohio Dominican","G-MAC","ph","42","39","138","167","28","47","1","0","2","29","54","27","22","2","2","3","0","1","2",".341",".433",".391",".824",".051",".405",".367",".162",".132",".012","27.39"
"M. Littrell","ALL","13","Sr","Ashland","GLIAC","2B","61","61","217","264","46","68","12","0","5","46","95","47","37","4","5","1","2","8","8",".313",".414",".438",".852",".124",".371",".377",".178",".140",".019","41.50"
